User,Message,Timestamp
User1,people say there is drought here... but we have 24 hours water supply here ... lol... never seen that in a drought ridden area,2024-10-15 12:51:28
User2,"it is pretty dry in the mountains I believe, that's what causes fire",2024-10-15 16:46:28
User1,hmm.... okay. Climate change talk this morning was pretty darn interesting. did you see it?,2024-10-15 05:23:28
User2,"nope, what does it say?",2024-10-15 10:13:28
User1,they were talking about how AI is helping climate change. Nice use of upcoming tech.,2024-10-15 18:27:28
User1,Hi.,2024-10-15 13:36:28
User2,Helloooooo!,2024-10-15 16:52:28
User1,How are you? How is your day?,2024-10-15 17:56:28
User2,"Good. Don't have much to do today, feels good. How are you?",2024-10-15 22:21:28
User1,I'm dressed very wel today so I feel good! I've been reading a lot about the psychology of positive outlook.,2024-10-16 03:12:28
User2,So what's your outlook? Something blue?,2024-10-16 05:02:28
User1,Yes. Blue is a tranquil colour. It's a good metaphor. Do you have good advice for positivity?,2024-10-16 11:14:28
User2,"You should drink more water, do some push up, and sleep early.",2024-10-16 13:26:28
User1,Hi!,2024-10-16 19:08:28
User2,"Hey, how are you?",2024-10-16 19:19:28
User1,I'm a bit sad. I miss my cat.,2024-10-17 03:16:28
User2,Oh no… Have you sent out the missing cat posters? Hope your cat is alright!,2024-10-17 04:44:28
User1,"Posters is a great idea. So far I've just tried banging her catfood dish and shouting her name. Anyway, how is your day going so far?",2024-10-17 05:55:28
User2,"Yea, I know they love the plastic bag sound all the time. I am good, nothing special though.",2024-10-17 06:13:28
User1,"If you could go anywhere on vacation, where would you go?",2024-10-17 11:05:28
User2,"I like rainforest, but I know it requires extensive training beforehand.",2024-10-17 13:59:28
User1,I heard there are rainforests in southeast Asia where you can zipline from tree to tree.,2024-10-17 16:23:28
User2,I am afraid I will be scared of doing this :),2024-10-17 17:50:28
User1,"I won't lie, it sounds scary. I'm scared right now just thinking about it.",2024-10-17 16:34:28
User2,I don't know if there is any medication for acrophobia. I want to take plenty of it if I really have to do it.,2024-10-17 20:01:28
User1,"If there isn't one, you should invent it, and then make millions",2024-10-18 02:42:28
User2,That's a great idea! Maybe alcohol is such a thing.,2024-10-18 06:31:28
User1,"Ha! Don't drink and zipline, mate!",2024-10-18 09:36:28
User2,Oops. I won't do it again. Ha,2024-10-18 12:48:28
User1,Hi!,2024-10-18 00:56:28
User2,Hey sup,2024-10-18 03:09:28
User1,not much. any plans this weekend?,2024-10-18 18:16:28
User2,I'm going to try that thing where you hang from a wire as you go down. do you know what is it called?,2024-10-18 22:16:28
User1,ziplining?,2024-10-19 01:31:28
User2,that's the one! have you ever tried it?,2024-10-19 04:10:28
User1,i have a couple years ago. it's quite a unique experience,2024-10-19 06:22:28
User2,where did you do it?,2024-10-19 09:33:28
User1,"i forgot where it was, it wasn't local i don't think though",2024-10-19 20:01:28
User2,no worries. what's the most exciting thing you ever done?,2024-10-20 00:03:28
User1,that's a hard question and i'm tired so i'm going to go. see you,2024-10-20 06:01:28
User2,sure. are you just going home now?,2024-10-20 08:20:28
User1,"no, i'm going to get a massage first",2024-10-20 11:56:28
User2,nice. what type?,2024-10-20 13:10:28
User1,traditional kind,2024-10-20 18:44:28
User2,yeah I want to get one too soon,2024-10-20 21:57:28
User1,you should! it's relaxing after a long day. talk to you later!,2024-10-21 00:36:28
User2,ttyl!,2024-10-21 05:26:28
User1,Hi!,2024-10-21 08:53:28
User2,"Hello, have you seen any good movies lately?",2024-10-21 11:12:28
User1,"I watched a few lately, but nothing is as good as Avatar. what's your favorite?",2024-10-21 22:17:28
User2,"I have never seen Avatar, what is it about? I really enjoy the Avenger movies",2024-10-22 02:47:28
User1,"it's a science-fiction movie with beautiful landscape of an imaginary nature with non-human creatures. people figured out a way to join that nature through Avatar transformation. the movie ends with a meaningful story of how human behaviors, e.g., cutting trees, have affected nature",2024-10-22 06:22:28
User2,That sounds really cool! I think that movie did really well when it was in the box office so it must be good!,2024-10-22 07:55:28
User1,yea. what else do you like to do beside movies?,2024-10-22 15:17:28
User2,I enjoy baking cookies. I am on a quest to bake the best chocolate chip cookie 🙂 What about you?,2024-10-22 18:26:28
User1,I enjoy eating 🙂,2024-10-22 22:29:28
User2,so definitely would like to try your best chocolate cookie,2024-10-23 03:13:28
User1,I will have to bake some soon and let you know. What types of food do you like to eat?,2024-10-23 05:50:28
User2,thanks! I generally love noodle soups like Pho or Ramen :),2024-10-23 07:36:28
User1,Noodle soup is delicious! Do you make homemade noodle soup or do you prefer to go out?,2024-10-23 15:55:28
User2,I prefer to go out. I'm not a good cook haha,2024-10-23 20:03:28
User1,"Same! Even though I bake, I cannot cook",2024-10-24 03:04:28
User2,"seems like we share a thing in common, yay!",2024-10-24 05:30:28
User1,Hi!,2024-10-24 03:30:28
User2,Good afternoon!,2024-10-24 06:52:28
User1,How has your week been?,2024-10-24 07:56:28
User2,So far so good. It is holiday season. So just chilling,2024-10-24 11:38:28
User1,I think I'm getting sick with a cold 😞 So you should chill on my behalf too cause I'm out the game for all of December.,2024-10-24 21:22:28
User2,lol Sorry to hear that. Are you planning anything fun for December?,2024-10-25 01:56:28
User1,Nothing exciting. I'll be posted up at home for the most part. I did a lot of travelling this year so my budget would have stopped me even if I wasn't sick.,2024-10-25 16:45:28
User2,😂,2024-10-25 17:53:28
User1,Do you have big plans?,2024-10-26 01:18:28
User2,Yes! I am going to Hawaii! This will be my first time visiting Hawaii. Really excited about it.,2024-10-26 01:22:28
User1,I love Hawaii. It's a good place to be. I like going there cause it's humid so I never have to put on lotion.,2024-10-26 08:19:28
User2,lol this is the first time I heard from a boy who cares about humidity and lotion. I cannot agree more.,2024-10-26 10:44:28
User1,Brooooo!!! It's so important. When I got to California beaches I have to carry 3 litres of lotion for the whole day.,2024-10-26 16:09:28
User2,😂,2024-10-26 20:21:28
User1,Hi!,2024-10-27 21:56:28
User2,Oh hello. Long time no talk. How's the day going for yuo?,2024-10-27 23:41:28
User1,"Very well, thanks for asking. How has your day been?",2024-10-28 05:27:28
User2,Getting better. I just recovered from a cold. I got wet in the rain last week. Are you planning anything for the holidays?,2024-10-28 09:13:28
User1,Glad to hear you're better. Sorry to hear you were sick. I was sick a couple of weeks ago with a bad cough. There's definitely a bug going around. Admit I just want to stay healthy for the holidays and plan to relax.,2024-10-28 09:42:28
User2,Oh same here. I think relaxing at home should be counted among the best ways to enjoy the holidays.,2024-10-28 11:21:28
User1,"Definitely! I know a lot of folks travel for the holidays, but I'm happy to stay home myself!",2024-10-28 19:33:28
User2,"I'm getting there. Every year until last year, I tried to go somewhere for the Christmas / New Year, and then I got bored traveling. lol not sure if that means I'm getting old?",2024-10-28 23:56:28
User1,Me too. Now I have folks come visit me for the holidays! But that's also tiresome..,2024-10-29 04:18:28
User2,Are you doing any home decorating then?,2024-10-29 07:30:28
User1,Yes! We set up an eco-friendly (i.e. fake) Christmas tree and put up some colorful LED lights which is very festive.,2024-10-29 18:24:28
User2,"I think I'm copying you. Me and my wife plan to decorate and Christmas tree too. We bought most of the decorative stuffs from the stores, but haven't yet to buy the tree.",2024-10-29 22:02:28
User1,"Buying a tree is a neat experience. I was torn between buying an artificial/eco-friendly/fake one vs. a real one that smells like fresh pine. In the end, we opted for the one that we can disassemble every year.",2024-10-30 02:34:28
User2,"I see. Artificial anything is better, from tree to intelligence, huh?",2024-10-30 03:13:28
User1,"Oh, very clever pun! I like it! Depends. I remember having real Christmas trees from childhood, but these days with climate change, I think not chopping down a tree just to decorate it and then throw it out in a month is the more responsible thing to do.",2024-10-30 21:18:28
User2,I see. It's probably also cheaper. I'll buy an artificial one too. Do you have any suggestions for the store?,2024-10-31 00:19:28
User1,"Admit my favorite store is Target, plus they often have good deals.",2024-10-31 04:33:28
User2,Ah that's great. My wife also likes Target a lot. She even made a Target credit card because she comes to that store very often. Okay thanks for the suggestion. I'll check out Target.,2024-10-31 06:14:28
User1,"Great, I hope you find a nice tree.",2024-10-31 13:40:28
User1,Hi!,2024-10-31 23:11:28
User2,Hey,2024-11-01 00:29:28
User1,How's your day going?,2024-11-01 02:30:28
User2,pretty good. yours?,2024-11-01 06:55:28
User1,"Ehh it's fine. I didn't do so well on that history test, actually..",2024-11-01 19:03:28
User2,oh what happened?,2024-11-01 23:58:28
User1,Apparently Christopher Columbus didn't fight in the Civil War :'),2024-11-02 06:06:28
User2,hahah wait for real?,2024-11-02 08:55:28
User1,I know right! Are you taking History next semester?,2024-11-02 06:50:28
User2,No I'm not in school anymore,2024-11-02 08:31:28
User1,Oh I see. What do you do?,2024-11-02 16:34:28
User2,I train and compete in horse vaulting,2024-11-02 16:48:28
User1,"Oh wow. Were you born a horse, or were you turned into one?",2024-11-02 19:44:28
User2,lol you're too funny,2024-11-02 20:08:28
User1,Just kidding. That sounds pretty cool! Is it your job?,2024-11-02 22:31:28
User2,"Yeah, but I part time work on a farm. Helping with a bit of everything",2024-11-03 00:21:28
User1,"Wow, sounds very busy! Do you with money at those horse vaulting competitions?",2024-11-03 06:30:28
User2,Yeah some. enough to get by,2024-11-03 09:50:28
User1,Hi!,2024-11-03 09:39:28
User2,Hello,2024-11-03 13:03:28
User1,Do you have a favourite flower?,2024-11-03 13:12:28
User2,"hmm, I haven't thought about that much, but i think lotus should be one of my favorites. Why do you ask?",2024-11-03 16:06:28
User1,I'm working on a theory. Why does the lotus spring to mind?,2024-11-03 17:23:28
User2,Nice! Lotus looks pretty cool and It has some delightful vibe. So what is this research about?,2024-11-03 19:09:28
User1,"Oh, it's not research! Just a personal theory. I think that flower preferences are more revealing of personality than people appreciate.",2024-11-04 06:32:28
User2,Interesting! Whats your favorite flower?,2024-11-04 09:07:28
User1,"The gerbera. It's like a cartoon flower. As if you drew ""flower"" with a crayon and then it came to life.",2024-11-04 14:43:28
User2,"Nice, i would love know more about your theory. Like how you can deduce personality from flower preference.",2024-11-04 17:57:28
User1,"Ok, step 1 is, you ask someone what their favourite flower is. Pretty much like what we just did. Does that make sense so far?",2024-11-04 17:59:28
User2,yes,2024-11-04 19:27:28
User1,"Cool. Step 2: talk with the person some more, and ask them some more questions, and gradually develop a sense of what they're like, over the course of maybe two to five years. And voila",2024-11-05 03:44:28
User2,"Hehe, i think you should publish this someday :)",2024-11-05 07:45:28
User1,"Why thank you, that's a wonderful idea!",2024-11-05 13:15:28
User1,Hi!,2024-11-05 14:03:28
User2,Hey how's it going,2024-11-05 14:57:28
User1,It's good it's good. How are you?,2024-11-05 22:32:28
User2,good. it's really hot today. I think I'm going to the pool,2024-11-06 02:41:28
User1,Oh nice! Where do you live?,2024-11-06 06:07:28
User2,"I live in Tokyo, Japan",2024-11-06 08:59:28
User1,"Ahh yes, Japan is hot during the summer. Last time I was in Kyoto it was 114 degrees....",2024-11-06 14:31:28
User2,oh have you been?,2024-11-06 16:30:28
User1,Yes yes. I've been to Tokyo as well. It's so nice!,2024-11-06 23:16:28
User2,what did you do here?,2024-11-07 03:13:28
User1,"Oh everything! I went to an onsen, the fish market, disney land and giant robot fighting show haha",2024-11-07 22:06:28
User2,lol why did you come to Japan just to go to Disney land?,2024-11-08 02:28:28
User1,"The Disney lands are all different! There's also Disney Sea, which is completely unique!",2024-11-08 11:03:28
User2,oh neat. I haven't heard about that robot fighting show. where is that??,2024-11-08 13:02:28
User1,"I don't really remember what part of town it was in. It was pretty cool though - I'm sure you can find it if you google ""giant robot fighting show tokyo"" haha",2024-11-08 14:08:28
User2,lol ok,2024-11-08 15:28:28
User1,Hi!,2024-11-08 02:52:28
User2,Have you seen any good movies lately?,2024-11-08 07:07:28
User1,"Last weekend I saw ""The Parasite."" Ever heard of it?",2024-11-08 11:23:28
User2,No. Why did you pick that movie?,2024-11-08 11:32:28
User1,My friend wanted to see it. It has great reviews on IMDB and Rotten Tomatoes! What did you do last weekend?,2024-11-08 18:37:28
User2,I played music and worked on some side projects. I also started watching the new Disney service.,2024-11-08 22:42:28
User1,Oooo the Mandalorian?!?!,2024-11-09 02:07:28
User2,"Mostly, the deleted scenes from Avengers.. lol",2024-11-09 05:31:28
User1,lol Are you a big Marvel fan?,2024-11-09 07:57:28
User2,"I loved the X-Men as a kid, and even collected the comic cards. Recently, I got very into the Marvel Cinematic Universe movies. How many Avengers movies have you seen?",2024-11-09 11:38:28
User1,I've only seen Spiderman. Honestly it was a little too scary and so I don't think I can bring myself to watch the other Marvel movies! haha,2024-11-09 14:55:28
User2,Oh!-- I have a friend who looks like the actor who plays Spiderman.,2024-11-09 18:21:28
User1,"Oh really? To be honest I think the actor is not that good looking, so not so surprising! haha",2024-11-10 03:08:28
User2,Yea. I think Loki is the most handsome 😀,2024-11-10 06:47:28
User1,Who is Loki? I've never heard that name before,2024-11-10 10:32:28
User2,"He's the adopted brother of Thor, God of thunder, and is burdened with glorious purpose. Do you feel that burden?",2024-11-10 14:04:28
User1,Hi!,2024-11-10 19:13:28
User2,"Hey, what's up?",2024-11-10 21:45:28
User1,Just chillin'. how are you?,2024-11-10 21:48:28
User2,"I'm pretty good, thanks.",2024-11-11 02:16:28
User1,Do anything interesting today?,2024-11-11 09:06:28
User2,I went to the local cafe and had a double espresso. It was delicious. What about you?,2024-11-11 11:26:28
User1,Oh that's cool! I actually went to an amusement park and went on my first roller coaster!,2024-11-11 11:32:28
User2,Oh my gosh. What was it like??,2024-11-11 13:27:28
User1,"It was scary! It was actually Kingda Ka, the world's tallest roller coaster. Ever heard of it?",2024-11-11 19:41:28
User2,"No, never heard of it. But I'm not really a coaster aficianado. I've heard that some people get addicted to them and travel the world to try them.",2024-11-11 23:22:28
User1,"Oh wow! I'm not on that level yet, but I understand the appeal. Are you an adrenaline junkie at all?",2024-11-12 04:48:28
User2,"No, the opposite. I can't stand heights, horror movies, or confined spaces.",2024-11-12 05:46:28
User1,Same! I guess the roller coaster wasn't so bad because I trust the engineering haha,2024-11-12 10:19:28
User2,"Ha, I suppose that makes sense! Would you say that you enjoyed it?",2024-11-12 11:42:28
User1,"Maybe not so much at the time, but I am glad I did it now that it's done, know what I mean?",2024-11-12 18:53:28
User2,I think I sort of understand :),2024-11-12 19:08:28
User1,Hi!,2024-11-13 00:05:28
User2,"hello there, how is it going?",2024-11-13 04:52:28
User1,All good. Planning to head home soon. How about you?,2024-11-13 12:11:28
User2,I'm quite tired. There are a lot of things I need to finish before the end of the year.,2024-11-13 13:10:28
User1,oh... sorry to hear that. But after that it will be a hard earned vacation,2024-11-13 19:07:28
User2,"yeah, looking forward to it. Hope I don't get pinged during the holidays. Are you going to travel these dates?",2024-11-13 22:42:28
User1,"I have some tentative plans, but if that doesn't pan out, will just chill at home.",2024-11-14 05:04:28
User2,staying at home is always nice during the holidays,2024-11-14 09:57:28
User1,Where are you based out of these days?,2024-11-14 10:08:28
User2,"I'm working from LA, nice weather around here. and you?",2024-11-14 11:31:28
User1,San Francisco. It's been raining cats and dogs here since last 2-3 weeks,2024-11-14 15:58:28
User2,"aw man, I'm sorry to hear that. at least it's not snow!",2024-11-14 19:51:28
User1,The flu has been hitting hard as well. I had several folks in the house down at one point.,2024-11-14 18:26:28
User2,that's really sad. are they feeling any better?,2024-11-14 23:17:28
User1,"Yes, everyone recovered now",2024-11-15 01:05:28
User1,Hi!,2024-11-15 22:53:28
User2,Hello,2024-11-16 02:00:28
User1,How's it going?,2024-11-16 09:41:28
User2,Extremely busy. I have been trying to prepare for the upcoming holidays. How about you?,2024-11-16 14:21:28
User1,I'm going to the bahamas. Can't wait!!!,2024-11-16 21:08:28
User2,"I'm jealous, take me with you!! I would love to have some warm weather right now",2024-11-17 01:27:28
User1,oh where are you now?,2024-11-17 01:31:28
User2,Canada. There is another major snowstorm that might hit this weekend so I have been rushing to get everything done before it comes.,2024-11-17 02:23:28
User1,oh no. I never seen this in person. Is it scary?,2024-11-17 01:39:28
User2,Snow is not scary as long as you're prepared. You just need to be ready to not have electricity for a while. I enjoy the aftermath of a good snowstorm because then you can go sledding or skiing.,2024-11-17 06:36:28
User1,that does sound nice. so what are you doing these holidays?,2024-11-17 11:05:28
User2,I am having all of the extended family over for a big meal. We will also go <REDACTED_TERM> as well. What will you do in the bahamas?,2024-11-17 15:24:28
User1,nice nice. I'm gonna go snorkeling yey,2024-11-17 15:54:28
User2,Sounds fun! I wish I knew how to swim!,2024-11-17 20:51:28
User1,You can stay on the shallow side I think. Well hope you enjoy time with your extended family!,2024-11-18 20:32:28
User2,"That's true. You too, have a great time snorkeling!",2024-11-18 21:05:28
User1,Hi!,2024-11-19 08:23:28
User2,Hi! How was your weekend?,2024-11-19 09:23:28
User1,pretty good. just went to church and hangout with friends,2024-11-19 17:32:28
User2,Nice,2024-11-19 18:01:28
User1,did you do anything?,2024-11-19 06:13:28
User2,I made donuts and samosas with an air fryer have you used one of those before,2024-11-19 08:44:28
User1,yum yum yum no only good old oily frier,2024-11-19 15:49:28
User2,haha,2024-11-19 16:11:28
User1,do you have one at your home or were you at a friends place?,2024-11-19 22:48:28
User2,I was at my parents' place what are you up to for Thanksgiving?,2024-11-20 01:36:28
User1,I'm going to impersonate a pumpkin,2024-11-20 05:40:28
User2,"wow, those are unique plans",2024-11-20 09:40:28
User1,I'm pretty unique person,2024-11-20 11:57:28
User2,I think so too,2024-11-20 14:49:28
User1,any other hobbies besides air frying everything? 🙂,2024-11-20 13:47:28
User2,I want to start fermenting things kimchi for example sounds like a fun thing to ferment takes a few days apparently miso takes a couple years to fermen,2024-11-20 15:04:28
User1,Hi!,2024-11-20 09:36:28
User2,"heya, nice to meet you, I'm Paul",2024-11-20 12:36:28
User1,nice to meet you too! I'm James. how are you doing today?,2024-11-20 20:20:28
User2,I'm doing OK. Looking forwards to the weekend. how about you?,2024-11-20 23:59:28
User1,same here! I hope the weather will be nice,2024-11-21 06:57:28
User2,"oh yeah, but I don't have my hopes too high, I heard there could be a storm coming our way",2024-11-21 10:11:28
User1,"oh no, which areas will be affected?",2024-11-21 07:43:28
User2,they mentioned that the whole city will experience harsh weather and that people in the outskirts will probably not get much rain and wind,2024-11-21 10:07:28
User1,"uh oh, I'd better not to plan for BBQ then instead just enjoying playing board games inside 🙂",2024-11-21 10:15:28
User2,"yeah, it'll be good weather for staying inside with a cup of hot chocolate. Too bad my street usually floods, so I'll have to check for that",2024-11-21 13:25:28
User1,"yea, you'd better check. where do you live?",2024-11-21 20:27:28
User2,"I live at the bottom of the valley, cheap area but we do get affected by this kind of stuff a lot haha",2024-11-22 00:14:28
User1,gotcha. anything you love about where you live?,2024-11-22 23:55:28
User2,"well, the food around the area is amazing, which is definitely a plus.",2024-11-23 00:59:28
User1,nice! I'd love to come visit that area some times,2024-11-23 08:53:28
User1,Hi!,2024-11-23 16:39:28
User2,"hello, who am I having the pleasure to chat with 🙂",2024-11-23 21:07:28
User1,I am the superman! What about you?,2024-11-23 22:26:28
User2,"haha. great chating with superman, what is your power?",2024-11-24 00:31:28
User1,Being invisible. You won't see me.,2024-11-24 04:46:28
User2,haha. what else can you do? can you read minds?,2024-11-24 05:25:28
User1,I would rather trust fMRI and machine learning to do this. I am not an expert on that. Sorry for it!,2024-11-24 02:12:28
User2,wow that seems pretty technical. what does fMRI mean?,2024-11-24 03:52:28
User1,The brain imaging thing that can tell you a brain's activity at a pretty high resolution.,2024-11-24 23:36:28
User2,okay! so you seem to like science a lot?,2024-11-25 03:15:28
User1,I believe in Science! Science is my god!,2024-11-25 11:17:28
User2,Are you also doing science?,2024-11-25 15:28:28
User1,"no, I'm bad at Science. what can Science do? is it the most important thing for society?",2024-11-25 05:41:28
User2,People are always arguing. Probably both science and democracy are both important I guess.,2024-11-25 08:37:28
User1,Does it make sense?,2024-11-25 08:57:28
User2,I think so. thanks for your point!,2024-11-25 09:18:28
User1,"Hello, Nice to meet you",2024-11-25 04:20:28
User2,"If you could eat only one food for the rest of time, what would it be?",2024-11-25 07:57:28
User1,Hmm... That's a tough one. I think I would go Asian Food > Chinese Food > Stirfry. What about you?,2024-11-25 09:55:28
User2,"I think ice-cream. It may not be good for me, but I wouldn't care, haha",2024-11-25 12:32:28
User1,I love ice cream too!,2024-11-25 17:40:28
User2,"Okay, top three flavors?",2024-11-25 22:36:28
User1,"I like vanilla more than chocolate ice cream. I typically will do any variations on vanilla. To pick from the top of my head, I would say Cookies and Cream, Mint Chocolate Chip, and Coffee. How about you?",2024-11-26 03:43:28
User2,"Ah, that's a good way of framing it. Me, I like berries: boysenberry one, strawberry two, maybe straight chocolate number 3 to mix it up a bit.",2024-11-26 07:09:28
User1,"Very nice. I love sorbet's and smoothies. Changing topics, Do you believe in an afterlife?",2024-11-26 14:01:28
User2,Yes. I wonder if I'm in it right now. How would I know? What do you think?,2024-11-26 18:08:28
User1,I think so. I feel there must be something more than the physical world as we understand it.,2024-11-26 14:31:28
User2,"There's a mental world, I suppose? Understanding itself",2024-11-26 19:09:28
User1,What is the most supernatural experience you have ever had?,2024-11-26 20:37:28
User2,I went to a seance once in college. They had a ouija board. I can't remember if we actually contacted the spirit world because I had a bit too much to drink.,2024-11-27 01:11:28
User1,"Haha.. that's a cool experience. I went to a Hindu retreat before, a number of Buddhist temples, and hung out with Christian Mystics in Santa Cruz before.",2024-11-27 06:58:28
User1,Hi!,2024-11-27 23:17:28
User2,"Hi, how are you doing!",2024-11-28 01:19:28
User1,I'm doing well. what are you up to?,2024-11-28 04:44:28
User2,"Yeah, typical work stuff. Check emails and 99% of the inbox. delete 99%",2024-11-28 06:54:28
User1,"wow, that's impressive. I already gave up on cleaning emails long ago",2024-11-28 09:06:28
User2,lol doesn't it bother you at all,2024-11-28 09:27:28
User1,"yea, a little bit, but it's okay 🙂 what do you enjoy doing outside work?",2024-11-28 15:51:28
User2,"Well, movie? I watched Terminator last night. It was a nice movie",2024-11-28 17:39:28
User1,ah cool. so you like action movies?,2024-11-28 18:02:28
User2,Not really. But it was fun to watch with friends 🙂 It was touching at the end of the movie,2024-11-28 22:29:28
User1,what happened there? I watched bits of Terminators movies but never a full one,2024-11-29 01:45:28
User2,Are you sure you want the spoiler 🙂,2024-11-29 02:11:28
User1,"haha sure. by the time, I get to it; I will forget the details, only knowing that it's touching at the end",2024-11-29 17:08:28
User2,"😂 well someone died at the end Or some robots, to be more accurate 😉",2024-11-29 18:12:28
User1,"oh no, so it's not happy ending?",2024-11-29 23:07:28
User2,The leading character is still alive and the bad robots was killed too. So I guess it is happy ending,2024-11-30 01:20:28
User1,then I want to watch it! you didn't spoil much 🙂,2024-11-30 07:15:28
User2,Nice! Hope you enjoy it!,2024-11-30 11:43:28
User1,Thanks!,2024-11-30 16:54:28
User1,Hi!,2024-11-30 12:33:28
User2,"Hey, how are you?",2024-11-30 12:43:28
User1,doing great! what are you looking forward to?,2024-11-30 16:14:28
User2,thanksgiving holidays 🙂,2024-11-30 16:27:28
User1,yay! Turkey and shopping!,2024-11-30 20:59:28
User2,not a big turkey fan! I find it too dry,2024-11-30 21:12:28
